city,date,year,month,day,day_of_year,tmax,tmin,humidity,precipitation,pressure,wind_speed
Hyderabad,2014-03-10,2014,3,10,69,32.21,21.35,62.2,0.0,944.7,11.1
Hyderabad,2014-03-11,2014,3,11,70,32.44,21.0,47.5,0.0,949.1,8.5
Hyderabad,2014-03-12,2014,3,12,71,33.3,20.21,58.0,0.0,944.3,9.6
Hyderabad,2014-03-13,2014,3,13,72,31.81,18.32,54.3,0.0,947.0,8.0
Hyderabad,2014-03-14,2014,3,14,73,33.8,19.86,51.0,0.0,946.9,11.7
Hyderabad,2014-03-15,2014,3,15,74,32.72,19.29,52.8,0.0,949.2,12.8
Hyderabad,2014-03-16,2014,3,16,75,32.81,21.69,61.8,0.0,946.4,9.3
Hyderabad,2014-03-17,2014,3,17,76,33.32,21.84,57.0,0.0,943.9,14.4
Hyderabad,2014-03-18,2014,3,18,77,32.38,18.34,50.8,0.0,950.7,11.9
Hyderabad,2014-03-19,2014,3,19,78,32.89,19.17,61.6,0.0,945.1,9.9
Hyderabad,2014-03-20,2014,3,20,79,31.4,19.52,49.1,0.0,946.6,12.0
Hyderabad,2014-03-21,2014,3,21,80,33.03,18.45,51.2,0.0,949.5,11.3
Hyderabad,2014-03-22,2014,3,22,81,35.95,18.9,62.1,0.0,952.6,9.2
Hyderabad,2014-03-23,2014,3,23,82,35.07,17.88,61.7,0.0,947.9,9.5
Hyderabad,2014-03-24,2014,3,24,83,32.0,21.41,54.8,0.0,945.6,13.0
Hyderabad,2014-03-25,2014,3,25,84,35.45,19.16,61.4,0.0,942.7,11.5
Hyderabad,2014-03-26,2014,3,26,85,34.37,22.27,52.5,0.0,947.6,10.2
Hyderabad,2014-03-27,2014,3,27,86,35.42,19.34,57.7,0.0,950.0,11.1
Hyderabad,2014-03-28,2014,3,28,87,33.8,21.52,56.5,0.0,949.5,10.6
Hyderabad,2014-03-29,2014,3,29,88,33.31,20.92,54.5,0.0,947.1,12.4
Hyderabad,2014-03-30,2014,3,30,89,35.46,19.2,48.1,0.0,942.8,13.4
Hyderabad,2014-03-31,2014,3,31,90,33.28,19.65,62.6,0.0,950.0,8.0
Hyderabad,2014-04-01,2014,4,1,91,34.38,21.44,57.3,0.0,949.9,10.8
Hyderabad,2014-04-02,2014,4,2,92,34.75,20.14,57.1,0.0,941.6,12.7
Hyderabad,2014-04-03,2014,4,3,93,39.17,21.09,48.3,0.0,955.2,12.6
Hyderabad,2014-04-04,2014,4,4,94,35.05,21.04,46.2,0.0,947.7,13.7
Hyderabad,2014-04-05,2014,4,5,95,36.8,20.34,45.5,0.0,942.7,8.3
Hyderabad,2014-04-06,2014,4,6,96,36.68,21.36,53.3,0.0,951.3,11.4
Hyderabad,2014-04-07,2014,4,7,97,34.27,22.83,61.2,0.0,945.5,14.1
Hyderabad,2014-04-08,2014,4,8,98,37.36,21.88,52.1,0.0,951.6,10.4
Hyderabad,2014-04-09,2014,4,9,99,37.76,21.44,56.6,0.0,944.6,12.8
Hyderabad,2014-04-10,2014,4,10,100,36.48,22.51,49.3,0.0,951.3,8.9
Hyderabad,2014-04-11,2014,4,11,101,35.81,20.56,51.2,0.0,940.8,14.4
Hyderabad,2014-04-12,2014,4,12,102,36.03,22.02,55.2,0.0,937.6,10.6
Hyderabad,2014-04-13,2014,4,13,103,36.96,22.05,50.1,0.0,952.1,14.1
Hyderabad,2014-04-14,2014,4,14,104,34.32,21.75,55.0,0.0,944.4,13.7
Hyderabad,2014-04-15,2014,4,15,105,35.51,24.7,40.8,0.0,950.0,11.0
Hyderabad,2014-04-16,2014,4,16,106,35.52,22.13,52.8,0.0,946.8,12.1
Hyderabad,2014-04-17,2014,4,17,107,38.8,21.29,55.4,0.0,947.7,10.8
Hyderabad,2014-04-18,2014,4,18,108,38.55,23.24,48.4,0.0,946.3,8.8
Hyderabad,2014-04-19,2014,4,19,109,36.1,22.14,54.8,0.0,945.6,8.4
Hyderabad,2014-04-20,2014,4,20,110,34.64,23.13,52.9,0.0,953.9,8.6
Hyderabad,2014-04-21,2014,4,21,111,37.54,22.51,50.2,0.0,950.1,11.1
Hyderabad,2014-04-22,2014,4,22,112,36.19,21.94,51.6,0.0,947.1,11.1
Hyderabad,2014-04-23,2014,4,23,113,35.37,22.96,50.1,0.0,947.3,12.9
Hyderabad,2014-04-24,2014,4,24,114,33.88,21.37,38.8,0.0,944.9,11.5
Hyderabad,2014-04-25,2014,4,25,115,37.63,25.52,63.7,0.0,942.7,13.1
Hyderabad,2014-04-26,2014,4,26,116,40.74,20.64,53.4,0.0,945.6,9.3
Hyderabad,2014-04-27,2014,4,27,117,36.24,23.18,45.5,5.89,945.9,8.0
Hyderabad,2014-04-28,2014,4,28,118,37.27,22.12,49.5,0.0,947.4,9.0
Hyderabad,2014-04-29,2014,4,29,119,35.54,21.62,46.9,0.0,945.8,7.1
Hyderabad,2014-04-30,2014,4,30,120,37.55,23.31,58.9,1.88,946.5,12.1
Hyderabad,2014-05-01,2014,5,1,121,38.03,23.83,62.5,0.0,939.1,7.1
Hyderabad,2014-05-02,2014,5,2,122,37.08,23.17,57.4,0.0,949.7,12.3
Hyderabad,2014-05-03,2014,5,3,123,35.91,22.46,53.1,0.0,946.8,16.2
Hyderabad,2014-05-04,2014,5,4,124,37.83,22.84,49.7,0.0,950.0,12.1
Hyderabad,2014-05-05,2014,5,5,125,38.75,21.64,54.7,0.0,949.7,11.5
Hyderabad,2014-05-06,2014,5,6,126,36.83,25.25,55.2,0.0,943.0,8.3
Hyderabad,2014-05-07,2014,5,7,127,37.14,24.13,55.7,0.0,951.4,11.1
Hyderabad,2014-05-08,2014,5,8,128,38.51,22.62,47.6,0.0,949.0,15.2
Hyderabad,2014-05-09,2014,5,9,129,39.57,25.27,48.0,0.0,946.9,12.7
Hyderabad,2014-05-10,2014,5,10,130,40.4,26.14,59.5,0.0,948.8,8.1
Hyderabad,2014-05-11,2014,5,11,131,41.2,21.35,43.1,0.0,941.0,8.9
Hyderabad,2014-05-12,2014,5,12,132,39.21,23.14,53.5,0.0,947.8,11.9
Hyderabad,2014-05-13,2014,5,13,133,39.38,24.08,56.2,3.34,946.2,11.5
Hyderabad,2014-05-14,2014,5,14,134,40.0,24.48,44.9,0.0,949.5,12.2
Hyderabad,2014-05-15,2014,5,15,135,39.36,24.72,43.5,0.0,949.9,10.0
Hyderabad,2014-05-16,2014,5,16,136,39.45,24.42,47.4,0.0,949.9,12.7
Hyderabad,2014-05-17,2014,5,17,137,37.98,24.48,53.9,0.0,949.0,11.3
Hyderabad,2014-05-18,2014,5,18,138,39.61,24.2,47.5,0.0,944.9,11.1
Hyderabad,2014-05-19,2014,5,19,139,37.13,26.12,51.9,0.0,952.6,10.0
Hyderabad,2014-05-20,2014,5,20,140,38.42,22.21,49.3,0.0,949.4,10.9
Hyderabad,2014-05-21,2014,5,21,141,39.15,24.54,46.6,0.0,945.1,15.1
Hyderabad,2014-05-22,2014,5,22,142,39.31,23.52,55.0,0.0,953.1,10.9
Hyderabad,2014-05-23,2014,5,23,143,38.68,23.83,51.6,0.0,943.2,8.4
Hyderabad,2014-05-24,2014,5,24,144,40.39,24.18,47.1,0.0,949.5,9.3
Hyderabad,2014-05-25,2014,5,25,145,37.2,24.68,44.7,0.0,943.9,14.0
Hyderabad,2014-05-26,2014,5,26,146,41.15,26.34,41.9,0.16,947.9,9.6
Hyderabad,2014-05-27,2014,5,27,147,38.59,25.42,41.7,8.91,947.5,14.1
Hyderabad,2014-05-28,2014,5,28,148,39.76,25.99,51.0,0.0,944.4,8.9
Hyderabad,2014-05-29,2014,5,29,149,41.56,25.34,49.5,0.0,946.4,12.7
Hyderabad,2014-05-30,2014,5,30,150,39.62,22.95,50.7,0.0,950.3,14.3
Hyderabad,2014-05-31,2014,5,31,151,39.43,25.69,47.5,0.0,948.3,10.3
Hyderabad,2014-06-01,2014,6,1,152,40.17,24.29,71.6,1.02,945.9,13.1
Hyderabad,2014-06-02,2014,6,2,153,39.84,25.54,71.5,0.0,945.4,13.1
Hyderabad,2014-06-03,2014,6,3,154,40.37,23.38,66.5,0.0,941.5,13.3
Hyderabad,2014-06-04,2014,6,4,155,37.98,26.78,79.5,24.08,948.4,17.1
Hyderabad,2014-06-05,2014,6,5,156,36.94,26.3,63.9,0.0,943.5,16.8
Hyderabad,2014-06-06,2014,6,6,157,41.69,25.25,70.9,0.0,944.7,16.9
Hyderabad,2014-06-07,2014,6,7,158,42.92,24.12,61.5,0.0,945.0,15.0
Hyderabad,2014-06-08,2014,6,8,159,39.95,23.78,61.2,6.03,944.1,13.0
Hyderabad,2014-06-09,2014,6,9,160,42.55,26.12,67.4,0.0,945.1,18.1
Hyderabad,2014-06-10,2014,6,10,161,40.45,24.58,72.4,0.88,950.2,16.9
Hyderabad,2014-06-11,2014,6,11,162,39.89,23.82,72.8,0.0,948.1,14.0
Hyderabad,2014-06-12,2014,6,12,163,37.03,26.22,64.1,0.0,945.9,14.7
Hyderabad,2014-06-13,2014,6,13,164,38.81,25.07,67.6,3.59,945.4,12.9
Hyderabad,2014-06-14,2014,6,14,165,40.61,24.27,73.7,0.0,944.5,14.6
Hyderabad,2014-06-15,2014,6,15,166,38.45,24.72,68.6,0.0,947.6,19.1
Hyderabad,2014-06-16,2014,6,16,167,39.13,26.38,74.4,13.41,947.9,15.8
Hyderabad,2014-06-17,2014,6,17,168,39.43,23.82,66.8,0.0,947.8,16.3
Hyderabad,2014-06-18,2014,6,18,169,40.17,24.87,59.1,1.26,944.6,17.0
Hyderabad,2014-06-19,2014,6,19,170,40.87,23.47,62.8,0.0,947.2,15.7
Hyderabad,2014-06-20,2014,6,20,171,41.69,24.65,69.4,0.0,947.4,13.5
Hyderabad,2014-06-21,2014,6,21,172,39.13,27.34,67.8,0.0,944.5,17.4
Hyderabad,2014-06-22,2014,6,22,173,39.56,25.58,66.2,15.72,949.0,19.9
Hyderabad,2014-06-23,2014,6,23,174,37.31,27.31,69.0,10.87,948.0,15.4
Hyderabad,2014-06-24,2014,6,24,175,37.9,23.35,77.2,10.69,940.5,18.0
Hyderabad,2014-06-25,2014,6,25,176,41.56,25.57,70.2,0.0,942.7,15.8
Hyderabad,2014-06-26,2014,6,26,177,40.13,27.82,68.2,0.0,944.9,15.2
Hyderabad,2014-06-27,2014,6,27,178,39.35,23.7,70.9,15.16,948.6,14.9
Hyderabad,2014-06-28,2014,6,28,179,39.95,25.74,71.7,0.0,945.7,13.6
Hyderabad,2014-06-29,2014,6,29,180,42.17,24.77,79.7,6.65,946.7,17.0
Hyderabad,2014-06-30,2014,6,30,181,38.69,24.53,68.0,0.0,946.0,20.3
Hyderabad,2014-07-01,2014,7,1,182,39.41,24.8,68.5,14.41,952.8,16.0
Hyderabad,2014-07-02,2014,7,2,183,39.54,24.61,66.8,22.98,944.0,16.0
Hyderabad,2014-07-03,2014,7,3,184,40.04,26.49,68.5,0.27,945.0,14.4
Hyderabad,2014-07-04,2014,7,4,185,40.79,24.86,71.6,0.0,946.9,15.2
Hyderabad,2014-07-05,2014,7,5,186,39.61,25.2,70.1,0.0,948.9,16.6
Hyderabad,2014-07-06,2014,7,6,187,41.72,25.41,64.7,17.34,946.7,13.7
Hyderabad,2014-07-07,2014,7,7,188,37.32,24.54,78.5,3.07,942.0,12.1
Hyderabad,2014-07-08,2014,7,8,189,41.76,27.09,69.4,2.01,942.0,16.2
Hyderabad,2014-07-09,2014,7,9,190,41.07,26.87,66.4,26.67,942.3,17.2
Hyderabad,2014-07-10,2014,7,10,191,39.3,24.71,68.9,0.0,945.0,14.6
Hyderabad,2014-07-11,2014,7,11,192,41.22,24.57,77.4,6.2,941.9,17.4
Hyderabad,2014-07-12,2014,7,12,193,40.24,25.4,68.5,0.0,943.4,19.8
Hyderabad,2014-07-13,2014,7,13,194,39.62,24.93,74.8,8.12,942.7,13.6
Hyderabad,2014-07-14,2014,7,14,195,40.33,21.53,62.7,11.25,943.2,16.5
Hyderabad,2014-07-15,2014,7,15,196,40.23,25.24,73.8,20.87,941.8,10.6
Hyderabad,2014-07-16,2014,7,16,197,41.89,24.06,70.5,0.0,943.7,14.5
Hyderabad,2014-07-17,2014,7,17,198,43.15,21.17,67.9,3.37,945.6,16.5
Hyderabad,2014-07-18,2014,7,18,199,35.5,26.28,71.5,53.03,943.2,15.4
Hyderabad,2014-07-19,2014,7,19,200,39.41,23.8,68.7,0.0,946.2,20.7
Hyderabad,2014-07-20,2014,7,20,201,42.22,24.79,64.4,0.0,949.3,14.5
Hyderabad,2014-07-21,2014,7,21,202,38.26,24.97,67.3,0.0,950.6,17.1
Hyderabad,2014-07-22,2014,7,22,203,41.74,22.98,66.4,0.0,949.1,16.4
Hyderabad,2014-07-23,2014,7,23,204,38.38,25.5,78.9,0.0,945.2,16.6
Hyderabad,2014-07-24,2014,7,24,205,39.2,24.17,62.5,20.74,942.4,18.5
Hyderabad,2014-07-25,2014,7,25,206,38.1,22.97,69.1,0.0,944.3,16.2
Hyderabad,2014-07-26,2014,7,26,207,37.74,24.54,84.9,6.5,948.2,17.9
Hyderabad,2014-07-27,2014,7,27,208,40.47,24.53,68.0,0.0,945.5,18.0
Hyderabad,2014-07-28,2014,7,28,209,36.3,23.52,75.2,0.0,939.7,15.2
Hyderabad,2014-07-29,2014,7,29,210,38.55,22.59,71.7,0.0,946.6,18.1
Hyderabad,2014-07-30,2014,7,30,211,38.23,21.81,67.9,10.46,944.5,14.3
Hyderabad,2014-07-31,2014,7,31,212,38.42,23.63,70.9,5.44,946.5,12.4
Hyderabad,2014-08-01,2014,8,1,213,37.84,23.13,73.7,0.0,947.2,17.2
Hyderabad,2014-08-02,2014,8,2,214,39.94,24.54,71.7,0.0,948.3,14.8
Hyderabad,2014-08-03,2014,8,3,215,36.87,23.41,76.1,0.0,944.6,15.0
Hyderabad,2014-08-04,2014,8,4,216,37.3,25.13,63.9,2.59,941.4,17.1
Hyderabad,2014-08-05,2014,8,5,217,37.18,21.85,75.2,0.0,952.0,15.1
Hyderabad,2014-08-06,2014,8,6,218,39.56,22.5,73.2,0.0,940.4,20.4
Hyderabad,2014-08-07,2014,8,7,219,38.03,22.25,77.9,0.0,943.6,14.2
Hyderabad,2014-08-08,2014,8,8,220,38.02,23.98,70.7,0.0,946.0,17.7
Hyderabad,2014-08-09,2014,8,9,221,40.58,22.34,75.0,0.0,943.7,14.2
Hyderabad,2014-08-10,2014,8,10,222,36.07,24.62,69.5,4.61,946.0,16.6
Hyderabad,2014-08-11,2014,8,11,223,36.75,22.47,75.5,0.0,944.7,17.6
Hyderabad,2014-08-12,2014,8,12,224,35.43,24.5,75.0,14.17,946.5,16.6
Hyderabad,2014-08-13,2014,8,13,225,37.92,22.31,75.5,0.0,947.1,17.4
Hyderabad,2014-08-14,2014,8,14,226,36.46,24.83,72.8,21.55,944.5,19.1
Hyderabad,2014-08-15,2014,8,15,227,40.68,21.23,81.3,10.58,941.4,11.3
Hyderabad,2014-08-16,2014,8,16,228,35.44,23.23,68.2,1.23,942.1,15.0
Hyderabad,2014-08-17,2014,8,17,229,35.91,24.08,78.4,0.88,936.7,15.9
Hyderabad,2014-08-18,2014,8,18,230,36.82,20.47,70.5,0.89,944.1,17.2
Hyderabad,2014-08-19,2014,8,19,231,35.81,21.27,79.9,2.97,940.3,15.2
Hyderabad,2014-08-20,2014,8,20,232,37.15,22.4,67.2,0.47,943.9,18.9
Hyderabad,2014-08-21,2014,8,21,233,37.67,23.89,61.7,0.0,943.5,14.6
Hyderabad,2014-08-22,2014,8,22,234,37.01,22.07,71.9,0.0,946.8,17.4
Hyderabad,2014-08-23,2014,8,23,235,37.71,23.79,70.2,0.0,943.8,15.5
Hyderabad,2014-08-24,2014,8,24,236,36.35,21.13,73.5,1.69,945.4,17.6
Hyderabad,2014-08-25,2014,8,25,237,34.37,23.56,78.1,0.0,945.7,17.4
Hyderabad,2014-08-26,2014,8,26,238,36.33,20.95,69.6,14.98,944.4,18.6
Hyderabad,2014-08-27,2014,8,27,239,33.84,22.26,77.1,0.0,938.2,16.6
Hyderabad,2014-08-28,2014,8,28,240,34.32,19.72,69.4,0.0,950.8,18.1
Hyderabad,2014-08-29,2014,8,29,241,34.75,22.64,80.0,8.47,943.9,15.9
Hyderabad,2014-08-30,2014,8,30,242,37.19,19.54,73.5,0.0,944.2,16.8
Hyderabad,2014-08-31,2014,8,31,243,35.32,20.9,71.1,0.0,945.2,13.7
Hyderabad,2014-09-01,2014,9,1,244,36.36,22.13,68.9,0.0,945.7,11.9
Hyderabad,2014-09-02,2014,9,2,245,37.39,23.63,68.6,0.0,943.2,18.4
Hyderabad,2014-09-03,2014,9,3,246,37.38,20.68,76.2,0.0,945.7,14.6
Hyderabad,2014-09-04,2014,9,4,247,36.88,20.52,73.3,3.41,946.5,19.4
Hyderabad,2014-09-05,2014,9,5,248,35.09,22.06,76.9,20.63,946.7,15.1
Hyderabad,2014-09-06,2014,9,6,249,33.87,17.3,74.7,0.0,948.8,15.4
Hyderabad,2014-09-07,2014,9,7,250,35.99,20.37,71.2,0.0,940.6,15.6
Hyderabad,2014-09-08,2014,9,8,251,35.43,21.25,72.8,16.57,946.2,16.1
Hyderabad,2014-09-09,2014,9,9,252,35.74,20.77,70.6,0.0,946.3,15.9
Hyderabad,2014-09-10,2014,9,10,253,34.85,23.01,76.5,0.0,949.6,15.5
Hyderabad,2014-09-11,2014,9,11,254,33.08,21.39,66.1,0.0,946.8,15.4
Hyderabad,2014-09-12,2014,9,12,255,33.49,19.7,75.0,0.0,949.7,16.5
Hyderabad,2014-09-13,2014,9,13,256,32.54,20.69,68.4,0.0,948.6,17.6
Hyderabad,2014-09-14,2014,9,14,257,32.91,21.53,75.2,0.0,945.7,15.8
Hyderabad,2014-09-15,2014,9,15,258,33.55,21.01,74.7,8.09,942.2,20.4
Hyderabad,2014-09-16,2014,9,16,259,35.62,22.56,72.9,16.4,949.9,15.2
Hyderabad,2014-09-17,2014,9,17,260,33.66,20.67,82.3,0.0,947.5,16.4
Hyderabad,2014-09-18,2014,9,18,261,35.12,18.9,84.3,0.0,943.0,13.9
Hyderabad,2014-09-19,2014,9,19,262,33.46,20.75,70.0,0.0,945.2,15.2
Hyderabad,2014-09-20,2014,9,20,263,30.1,20.71,85.8,15.43,945.0,16.3
Hyderabad,2014-09-21,2014,9,21,264,33.21,20.03,74.2,0.0,943.3,14.9
Hyderabad,2014-09-22,2014,9,22,265,31.04,21.19,75.4,3.36,949.7,15.9
Hyderabad,2014-09-23,2014,9,23,266,33.9,17.83,71.5,0.0,949.1,18.0
Hyderabad,2014-09-24,2014,9,24,267,32.51,19.87,72.3,0.0,950.4,14.7
Hyderabad,2014-09-25,2014,9,25,268,35.28,20.61,65.1,0.0,941.2,15.0
Hyderabad,2014-09-26,2014,9,26,269,31.95,19.04,75.7,0.0,943.1,13.8
Hyderabad,2014-09-27,2014,9,27,270,32.93,19.16,76.5,7.43,947.9,15.4
Hyderabad,2014-09-28,2014,9,28,271,36.29,19.27,72.1,0.0,942.3,21.7
Hyderabad,2014-09-29,2014,9,29,272,30.63,18.35,85.3,0.02,946.8,20.0
Hyderabad,2014-09-30,2014,9,30,273,34.34,20.15,67.8,5.06,943.7,14.2
Hyderabad,2014-10-01,2014,10,1,274,30.55,20.78,60.7,0.0,942.5,9.0
Hyderabad,2014-10-02,2014,10,2,275,31.88,17.6,57.9,0.0,949.2,9.7
Hyderabad,2014-10-03,2014,10,3,276,31.16,17.76,54.0,0.0,947.9,14.1
Hyderabad,2014-10-04,2014,10,4,277,30.95,19.4,58.1,0.0,945.8,8.7
Hyderabad,2014-10-05,2014,10,5,278,31.93,20.24,58.1,0.0,949.6,12.5
Hyderabad,2014-10-06,2014,10,6,279,29.22,17.55,62.8,0.0,946.6,11.6
Hyderabad,2014-10-07,2014,10,7,280,29.37,16.52,60.9,0.0,943.0,8.5
Hyderabad,2014-10-08,2014,10,8,281,30.48,19.26,52.3,0.0,951.8,10.7
Hyderabad,2014-10-09,2014,10,9,282,27.89,18.56,56.9,0.0,943.6,8.5
Hyderabad,2014-10-10,2014,10,10,283,33.73,18.68,66.1,0.0,949.4,9.3
Hyderabad,2014-10-11,2014,10,11,284,28.65,20.47,68.7,1.56,949.8,11.7
Hyderabad,2014-10-12,2014,10,12,285,31.32,17.9,54.7,0.0,947.5,10.9
Hyderabad,2014-10-13,2014,10,13,286,28.6,18.42,59.0,0.0,951.1,13.0
Hyderabad,2014-10-14,2014,10,14,287,30.18,18.02,61.2,0.0,945.5,10.0
Hyderabad,2014-10-15,2014,10,15,288,30.77,15.76,48.7,0.0,948.8,14.2
Hyderabad,2014-10-16,2014,10,16,289,31.7,18.4,58.2,0.94,946.4,11.1
Hyderabad,2014-10-17,2014,10,17,290,29.71,17.14,66.2,0.0,949.2,8.0
Hyderabad,2014-10-18,2014,10,18,291,31.87,20.03,60.5,0.0,949.3,6.9
Hyderabad,2014-10-19,2014,10,19,292,30.91,19.34,52.9,4.17,949.3,11.2
Hyderabad,2014-10-20,2014,10,20,293,29.97,17.88,56.3,0.0,947.8,15.8
Hyderabad,2014-10-21,2014,10,21,294,31.28,15.28,58.8,0.0,950.8,10.1
Hyderabad,2014-10-22,2014,10,22,295,28.62,16.86,50.9,0.0,948.8,10.8
Hyderabad,2014-10-23,2014,10,23,296,30.33,16.66,54.4,0.0,950.3,12.1
Hyderabad,2014-10-24,2014,10,24,297,29.82,17.91,58.9,0.0,952.2,8.4
Hyderabad,2014-10-25,2014,10,25,298,30.59,19.78,63.2,0.0,943.3,11.0
Hyderabad,2014-10-26,2014,10,26,299,29.86,18.04,61.1,0.0,951.4,9.4
Hyderabad,2014-10-27,2014,10,27,300,28.98,17.41,53.7,0.0,949.4,10.8
Hyderabad,2014-10-28,2014,10,28,301,26.82,20.34,60.2,0.0,946.9,10.3
Hyderabad,2014-10-29,2014,10,29,302,28.65,17.94,68.9,0.0,941.8,9.9
Hyderabad,2014-10-30,2014,10,30,303,30.43,16.08,59.3,0.0,943.6,9.7
Hyderabad,2014-10-31,2014,10,31,304,28.05,16.98,46.3,0.0,946.2,12.6
Hyderabad,2014-11-01,2014,11,1,305,28.86,16.02,66.3,0.0,943.3,10.6
Hyderabad,2014-11-02,2014,11,2,306,31.78,18.43,62.4,0.0,948.0,13.4
Hyderabad,2014-11-03,2014,11,3,307,26.12,18.55,57.3,0.0,945.5,10.1
Hyderabad,2014-11-04,2014,11,4,308,27.05,15.05,65.5,0.0,949.1,12.1
Hyderabad,2014-11-05,2014,11,5,309,25.83,17.31,61.4,0.0,952.7,9.8
Hyderabad,2014-11-06,2014,11,6,310,27.37,16.16,60.1,0.0,946.9,12.8
Hyderabad,2014-11-07,2014,11,7,311,27.08,17.57,59.0,0.0,948.0,10.7
Hyderabad,2014-11-08,2014,11,8,312,26.52,16.76,64.9,0.0,943.2,10.5
Hyderabad,2014-11-09,2014,11,9,313,28.04,15.43,60.4,0.0,949.9,11.1
Hyderabad,2014-11-10,2014,11,10,314,30.36,16.57,53.9,1.15,942.2,13.8
Hyderabad,2014-11-11,2014,11,11,315,26.7,14.96,65.7,0.0,943.3,8.8
Hyderabad,2014-11-12,2014,11,12,316,27.66,16.1,53.2,0.0,945.3,8.5
Hyderabad,2014-11-13,2014,11,13,317,24.13,14.66,57.2,0.0,944.3,13.3
Hyderabad,2014-11-14,2014,11,14,318,28.5,18.94,61.8,0.0,946.9,8.1
Hyderabad,2014-11-15,2014,11,15,319,28.34,17.2,49.6,0.0,946.6,11.2
Hyderabad,2014-11-16,2014,11,16,320,27.32,14.0,66.5,0.0,945.1,12.4
Hyderabad,2014-11-17,2014,11,17,321,27.89,15.48,57.1,0.0,947.3,12.9
Hyderabad,2014-11-18,2014,11,18,322,26.37,15.31,56.9,0.0,944.9,9.7
Hyderabad,2014-11-19,2014,11,19,323,28.34,15.24,59.7,0.0,948.3,10.6
Hyderabad,2014-11-20,2014,11,20,324,29.64,14.9,60.0,0.0,951.6,10.8
Hyderabad,2014-11-21,2014,11,21,325,28.03,16.29,56.3,0.0,945.8,14.4
Hyderabad,2014-11-22,2014,11,22,326,26.2,14.78,58.7,0.0,943.8,14.8
Hyderabad,2014-11-23,2014,11,23,327,29.64,14.04,56.4,0.0,949.8,9.8
Hyderabad,2014-11-24,2014,11,24,328,27.11,15.39,56.5,0.0,947.9,9.5
Hyderabad,2014-11-25,2014,11,25,329,27.44,16.74,53.8,0.0,946.1,12.4
Hyderabad,2014-11-26,2014,11,26,330,25.54,15.19,63.4,0.0,945.6,13.1
Hyderabad,2014-11-27,2014,11,27,331,26.04,14.8,57.4,10.0,946.3,11.6
Hyderabad,2014-11-28,2014,11,28,332,28.18,13.94,61.6,0.0,943.0,14.1
Hyderabad,2014-11-29,2014,11,29,333,28.15,16.01,61.1,0.0,944.6,9.9
Hyderabad,2014-11-30,2014,11,30,334,23.66,13.25,58.2,0.0,947.6,10.6
Hyderabad,2014-12-01,2014,12,1,335,26.75,17.17,58.7,0.0,948.8,10.9
Hyderabad,2014-12-02,2014,12,2,336,27.83,15.33,59.1,0.0,949.4,10.5
Hyderabad,2014-12-03,2014,12,3,337,25.37,15.38,64.9,0.0,947.3,10.4
Hyderabad,2014-12-04,2014,12,4,338,27.03,16.3,60.3,0.0,947.7,12.4
Hyderabad,2014-12-05,2014,12,5,339,24.29,14.96,55.8,0.0,942.8,12.1
Hyderabad,2014-12-06,2014,12,6,340,28.81,16.35,54.5,0.0,944.4,12.4
Hyderabad,2014-12-07,2014,12,7,341,26.04,13.86,54.9,0.0,949.3,9.2
Hyderabad,2014-12-08,2014,12,8,342,25.06,12.3,64.5,0.0,950.9,12.4
Hyderabad,2014-12-09,2014,12,9,343,26.98,14.36,59.4,0.0,947.7,8.8
Hyderabad,2014-12-10,2014,12,10,344,27.95,17.51,56.3,0.0,944.6,10.5
Hyderabad,2014-12-11,2014,12,11,345,24.43,16.24,63.1,0.19,944.8,15.4
Hyderabad,2014-12-12,2014,12,12,346,27.91,14.34,73.0,0.0,946.2,11.5
Hyderabad,2014-12-13,2014,12,13,347,25.99,13.85,66.1,0.0,946.7,9.7
Hyderabad,2014-12-14,2014,12,14,348,28.8,14.64,58.2,0.0,940.2,13.6
Hyderabad,2014-12-15,2014,12,15,349,25.24,13.72,57.0,0.0,947.7,11.7
Hyderabad,2014-12-16,2014,12,16,350,24.17,14.51,59.5,0.0,947.4,11.1
Hyderabad,2014-12-17,2014,12,17,351,26.6,12.28,66.3,0.0,944.6,9.2
Hyderabad,2014-12-18,2014,12,18,352,25.66,13.87,63.5,2.53,953.6,7.9
Hyderabad,2014-12-19,2014,12,19,353,25.29,15.69,60.9,0.0,948.5,8.9
Hyderabad,2014-12-20,2014,12,20,354,26.34,13.66,58.5,0.0,949.6,15.5
Hyderabad,2014-12-21,2014,12,21,355,23.9,13.48,51.0,0.0,950.4,10.8
Hyderabad,2014-12-22,2014,12,22,356,25.44,16.21,59.3,5.51,944.0,13.5
Hyderabad,2014-12-23,2014,12,23,357,26.5,13.55,56.1,0.0,943.5,9.3
Hyderabad,2014-12-24,2014,12,24,358,27.27,16.08,63.9,5.87,948.4,11.7
Hyderabad,2014-12-25,2014,12,25,359,27.46,14.54,64.0,0.0,943.9,11.6
Hyderabad,2014-12-26,2014,12,26,360,25.68,15.38,58.7,0.0,944.2,10.9
Hyderabad,2014-12-27,2014,12,27,361,26.82,17.62,53.2,0.0,944.8,9.9
Hyderabad,2014-12-28,2014,12,28,362,25.42,16.43,64.5,0.0,949.9,12.9
Hyderabad,2014-12-29,2014,12,29,363,25.88,13.5,56.0,0.0,945.5,10.9
Hyderabad,2014-12-30,2014,12,30,364,24.97,13.38,57.6,0.0,950.9,12.5
